Year,Condition,Geography Level,Geography Value,FIPS,Annual Case Count,Incidence Rate
2024,Chlamydia trachomatis infection,Locality,Fairfax,51059,2957,259
2024,Malaria,Locality,Louisa,51109,0,0
2024,"Hepatitis B, acute",Locality,Lunenburg,51111,0,0
2024,Chlamydia trachomatis infection,Locality,Fauquier,51061,145,192.9
2024,Malaria,Locality,Lunenburg,51111,0,0
2024,"Hepatitis B, acute",Locality,Madison,51113,0,0
2024,Malaria,Locality,Madison,51113,0,0
2024,Chlamydia trachomatis infection,Locality,Floyd,51063,8,51
2024,"Hepatitis B, acute",Locality,Mathews,51115,0,0
2024,Malaria,Locality,Mathews,51115,0,0
2024,Chlamydia trachomatis infection,Locality,Fluvanna,51065,63,221.3
2024,"Hepatitis B, acute",Locality,Mecklenburg,51117,0,0
2024,Malaria,Locality,Mecklenburg,51117,0,0
2024,Chlamydia trachomatis infection,Locality,Franklin County,51067,91,163.8
2024,"Hepatitis B, acute",Locality,Middlesex,51119,0,0
2024,Malaria,Locality,Middlesex,51119,0,0
2024,Chlamydia trachomatis infection,Locality,Frederick,51069,218,227.1
2024,"Hepatitis B, acute",Locality,Montgomery,51121,0,0
2024,Malaria,Locality,Montgomery,51121,0,0
2024,"Hepatitis B, acute",Locality,Nelson,51125,1,6.8
2024,Chlamydia trachomatis infection,Locality,Giles,51071,21,127.6
2024,Malaria,Locality,Nelson,51125,0,0
2024,"Hepatitis B, acute",Locality,New Kent,51127,0,0
2024,Chlamydia trachomatis infection,Locality,Gloucester,51073,64,159.8
2024,Malaria,Locality,New Kent,51127,0,0
2024,"Hepatitis B, acute",Locality,Northampton,51131,0,0
2024,Chlamydia trachomatis infection,Locality,Goochland,51075,36,132.4
2024,Malaria,Locality,Northampton,51131,0,0
2024,"Hepatitis B, acute",Locality,Northumberland,51133,0,0
2024,Chlamydia trachomatis infection,Locality,Grayson,51077,7,45.8
2024,Malaria,Locality,Northumberland,51133,0,0
2024,"Hepatitis B, acute",Locality,Nottoway,51135,1,6.4
2024,Chlamydia trachomatis infection,Locality,Greene,51079,46,216
2024,Malaria,Locality,Nottoway,51135,0,0
2024,"Hepatitis B, acute",Locality,Orange,51137,1,2.6
2024,Malaria,Locality,Orange,51137,0,0
2024,Chlamydia trachomatis infection,Locality,Greensville,51081,43,386.2
2024,"Hepatitis B, acute",Locality,Page,51139,0,0
2024,Chlamydia trachomatis infection,Locality,Halifax,51083,143,427.7
2024,Malaria,Locality,Page,51139,0,0
2024,"Hepatitis B, acute",Locality,Patrick,51141,1,5.7
2024,Malaria,Locality,Patrick,51141,0,0
2024,Chlamydia trachomatis infection,Locality,Hanover,51085,240,210.3
2024,"Hepatitis B, acute",Locality,Pittsylvania,51143,1,1.7
2024,Malaria,Locality,Pittsylvania,51143,0,0
2024,Chlamydia trachomatis infection,Locality,Henrico,51087,1919,573.2
2024,"Hepatitis B, acute",Locality,Powhatan,51145,0,0
2024,Malaria,Locality,Powhatan,51145,0,0
2024,Chlamydia trachomatis infection,Locality,Henry,51089,164,330
2024,"Hepatitis B, acute",Locality,Prince Edward,51147,0,0
2024,Malaria,Locality,Prince Edward,51147,0,0
2024,Chlamydia trachomatis infection,Locality,Highland,51091,0,0
2024,"Hepatitis B, acute",Locality,Prince George,51149,1,2.3
2024,Malaria,Locality,Prince George,51149,0,0
2024,Chlamydia trachomatis infection,Locality,Isle of Wight,51093,152,373.4
2024,Malaria,Locality,Prince William,51153,22,4.5
2024,"Hepatitis B, acute",Locality,Prince William,51153,1,0.2
2024,Chlamydia trachomatis infection,Locality,James City,51095,191,231.1
2024,Malaria,Locality,Pulaski,51155,0,0
2024,"Hepatitis B, acute",Locality,Pulaski,51155,1,3
2024,Chlamydia trachomatis infection,Locality,King and Queen,51097,26,386.9
2024,Malaria,Locality,Rappahannock,51157,0,0
2024,"Hepatitis B, acute",Locality,Rappahannock,51157,0,0
2024,Chlamydia trachomatis infection,Locality,King George,51099,83,290.5
2024,Malaria,Locality,Richmond County,51159,0,0
2024,"Hepatitis B, acute",Locality,Richmond County,51159,0,0
2024,Chlamydia trachomatis infection,Locality,King William,51101,36,189.2
2024,Malaria,Locality,Roanoke County,51161,0,0
2024,"Hepatitis B, acute",Locality,Roanoke County,51161,1,1
2024,Chlamydia trachomatis infection,Locality,Lancaster,51103,44,405.2
2024,Malaria,Locality,Rockbridge,51163,0,0
2024,"Hepatitis B, acute",Locality,Rockbridge,51163,0,0
2024,Chlamydia trachomatis infection,Locality,Lee,51105,27,124.2
2024,Malaria,Locality,Rockingham,51165,1,1.2
2024,"Hepatitis B, acute",Locality,Rockingham,51165,1,1.2
2024,Chlamydia trachomatis infection,Locality,Loudoun,51107,849,194.6
2024,Malaria,Locality,Russell,51167,0,0
2024,"Hepatitis B, acute",Locality,Russell,51167,0,0
2024,Chlamydia trachomatis infection,Locality,Louisa,51109,80,194.9
2024,Malaria,Locality,Scott,51169,0,0
2024,"Hepatitis B, acute",Locality,Scott,51169,0,0
2024,Chlamydia trachomatis infection,Locality,Lunenburg,51111,60,498.4
2024,Malaria,Locality,Shenandoah,51171,1,2.2
2024,"Hepatitis B, acute",Locality,Shenandoah,51171,1,2.2
2024,Chlamydia trachomatis infection,Locality,Madison,51113,28,198.2
2024,Malaria,Locality,Smyth,51173,0,0
2024,"Hepatitis B, acute",Locality,Smyth,51173,0,0
2024,Chlamydia trachomatis infection,Locality,Mathews,51115,13,152.7
2024,Malaria,Locality,Southampton,51175,0,0
2024,"Hepatitis B, acute",Locality,Southampton,51175,1,5.6
2024,Chlamydia trachomatis infection,Locality,Mecklenburg,51117,156,509
2024,Malaria,Locality,Spotsylvania,51177,2,1.3
2024,"Hepatitis B, acute",Locality,Spotsylvania,51177,1,0.7
2024,Chlamydia trachomatis infection,Locality,Middlesex,51119,20,183.1
2024,Malaria,Locality,Stafford,51179,6,3.6
2024,"Hepatitis B, acute",Locality,Stafford,51179,1,0.6
2024,Chlamydia trachomatis infection,Locality,Montgomery,51121,220,223
2024,Malaria,Locality,Surry,51181,0,0
2024,"Hepatitis B, acute",Locality,Surry,51181,0,0
2024,Chlamydia trachomatis infection,Locality,Nelson,51125,26,176.8
2024,Malaria,Locality,Sussex,51183,0,0
2024,"Hepatitis B, acute",Locality,Sussex,51183,0,0
2024,Chlamydia trachomatis infection,Locality,New Kent,51127,41,156.9
2024,Malaria,Locality,Tazewell,51185,0,0
2024,"Hepatitis B, acute",Locality,Tazewell,51185,2,5.1
2024,Malaria,Locality,Warren,51187,0,0
2024,Chlamydia trachomatis infection,Locality,Northampton,51131,55,457.5
2024,"Hepatitis B, acute",Locality,Warren,51187,0,0
2024,Malaria,Locality,Washington,51191,0,0
2024,Chlamydia trachomatis infection,Locality,Northumberland,51133,42,339
2024,"Hepatitis B, acute",Locality,Washington,51191,1,1.9
2024,Malaria,Locality,Westmoreland,51193,0,0
2024,Chlamydia trachomatis infection,Locality,Nottoway,51135,155,995.8
2024,"Hepatitis B, acute",Locality,Westmoreland,51193,0,0
2024,Malaria,Locality,Wise,51195,0,0
2024,Chlamydia trachomatis infection,Locality,Orange,51137,95,246.3
2024,"Hepatitis B, acute",Locality,Wise,51195,3,8.5
2024,Malaria,Locality,Wythe,51197,0,0
2024,Chlamydia trachomatis infection,Locality,Page,51139,45,189.5
2024,Malaria,Locality,York,51199,0,0
2024,"Hepatitis B, acute",Locality,Wythe,51197,0,0
2024,Chlamydia trachomatis infection,Locality,Patrick,51141,18,102.8
2024,Malaria,Locality,Alexandria,51510,6,3.9
2024,"Hepatitis B, acute",Locality,York,51199,0,0
2024,Chlamydia trachomatis infection,Locality,Pittsylvania,51143,205,344.1
2024,"Hepatitis B, acute",Locality,Alexandria,51510,1,0.6
2024,Malaria,Locality,Bristol,51520,0,0
2024,Chlamydia trachomatis infection,Locality,Powhatan,51145,44,137.1
2024,Malaria,Locality,Buena Vista City,51530,0,0
2024,"Hepatitis B, acute",Locality,Bristol,51520,1,5.9
2024,Chlamydia trachomatis infection,Locality,Prince Edward,51147,119,539.7
2024,Malaria,Locality,Charlottesville,51540,0,0
2024,"Hepatitis B, acute",Locality,Buena Vista City,51530,0,0
2024,"Hepatitis B, acute",Locality,Charlottesville,51540,0,0
2024,Malaria,Locality,Chesapeake,51550,1,0.4
2024,Malaria,Locality,Colonial Heights,51570,0,0
2024,"Hepatitis B, acute",Locality,Chesapeake,51550,3,1.2
2024,Malaria,Locality,Covington,51580,0,0
2024,"Hepatitis B, acute",Locality,Colonial Heights,51570,0,0
2024,Malaria,Locality,Danville,51590,0,0
2024,"Hepatitis B, acute",Locality,Covington,51580,0,0
2024,Malaria,Locality,Emporia,51595,0,0
2024,"Hepatitis B, acute",Locality,Danville,51590,2,4.8
2024,Malaria,Locality,Fairfax City,51600,0,0
2024,Malaria,Locality,Falls Church,51610,0,0
2024,"Hepatitis B, acute",Locality,Emporia,51595,0,0
2024,Malaria,Locality,Franklin City,51620,0,0
2024,"Hepatitis B, acute",Locality,Fairfax City,51600,0,0
2024,Malaria,Locality,Fredericksburg,51630,1,3.5
2024,"Hepatitis B, acute",Locality,Falls Church,51610,0,0
2024,Malaria,Locality,Galax,51640,0,0
2024,"Hepatitis B, acute",Locality,Franklin City,51620,0,0
2024,Malaria,Locality,Hampton,51650,2,1.5
2024,"Hepatitis B, acute",Locality,Fredericksburg,51630,4,13.8
2024,Malaria,Locality,Harrisonburg,51660,1,2
2024,"Hepatitis B, acute",Locality,Galax,51640,0,0
2024,Malaria,Locality,Hopewell,51670,0,0
2024,"Hepatitis B, acute",Locality,Hampton,51650,2,1.5
2024,Malaria,Locality,Lexington,51678,0,0
2024,"Hepatitis B, acute",Locality,Harrisonburg,51660,1,2
2024,Malaria,Locality,Lynchburg,51680,0,0
2024,"Hepatitis B, acute",Locality,Hopewell,51670,0,0
2024,Malaria,Locality,Manassas City,51683,3,7
2024,"Hepatitis B, acute",Locality,Lexington,51678,0,0
2024,Malaria,Locality,Manassas Park,51685,0,0
2024,"Hepatitis B, acute",Locality,Lynchburg,51680,0,0
2024,Malaria,Locality,Martinsville,51690,0,0
2024,"Hepatitis B, acute",Locality,Manassas City,51683,0,0
2024,Malaria,Locality,Newport News,51700,2,1.1
2024,Malaria,Locality,Norfolk,51710,0,0
2024,"Hepatitis B, acute",Locality,Manassas Park,51685,0,0
2024,Malaria,Locality,Norton,51720,0,0
2024,"Hepatitis B, acute",Locality,Martinsville,51690,0,0
2024,Malaria,Locality,Petersburg,51730,0,0
2024,"Hepatitis B, acute",Locality,Newport News,51700,1,0.5
2024,Malaria,Locality,Poquoson,51735,0,0
2024,"Hepatitis B, acute",Locality,Norfolk,51710,5,2.2
2024,Malaria,Locality,Portsmouth,51740,1,1
2024,"Hepatitis B, acute",Locality,Norton,51720,0,0
2024,Malaria,Locality,Radford,51750,0,0
2024,"Hepatitis B, acute",Locality,Petersburg,51730,0,0
2024,Malaria,Locality,Richmond City,51760,1,0.4
2024,"Hepatitis B, acute",Locality,Poquoson,51735,0,0
2024,Malaria,Locality,Roanoke City,51770,1,1
2024,"Hepatitis B, acute",Locality,Portsmouth,51740,0,0
2024,Malaria,Locality,Salem,51775,0,0
2024,"Hepatitis B, acute",Locality,Radford,51750,0,0
2024,Malaria,Locality,Staunton,51790,0,0
2024,"Hepatitis B, acute",Locality,Richmond City,51760,0,0
2024,Malaria,Locality,Suffolk,51800,0,0
2024,"Hepatitis B, acute",Locality,Roanoke City,51770,0,0
2024,Malaria,Locality,Virginia Beach,51810,2,0.4
2024,"Hepatitis B, acute",Locality,Salem,51775,0,0
2024,Malaria,Locality,Waynesboro,51820,0,0
2024,"Hepatitis B, acute",Locality,Staunton,51790,0,0
2024,Malaria,Locality,Williamsburg,51830,0,0
2024,"Hepatitis B, acute",Locality,Suffolk,51800,1,1
2024,Malaria,Locality,Winchester,51840,0,0
2024,"Hepatitis B, acute",Locality,Virginia Beach,51810,4,0.9
2024,Malaria,State,Virginia,NA,89,1
2024,Measles (Rubeola),Health Planning Region,Central,NA,0,0
2024,Chlamydia trachomatis infection,Locality,Prince George,51149,276,643.8
2024,Chlamydia trachomatis infection,Locality,Prince William,51153,1836,375
2024,Chlamydia trachomatis infection,Locality,Pulaski,51155,66,196.1
2024,Chlamydia trachomatis infection,Locality,Rappahannock,51157,10,134.9
2024,Chlamydia trachomatis infection,Locality,Richmond County,51159,26,283.1
2024,Chlamydia trachomatis infection,Locality,Roanoke County,51161,170,175.2
2024,Chlamydia trachomatis infection,Locality,Rockbridge,51163,26,116.3
2024,Chlamydia trachomatis infection,Locality,Rockingham,51165,207,239.1
2024,Chlamydia trachomatis infection,Locality,Russell,51167,26,102.1
2024,Chlamydia trachomatis infection,Locality,Scott,51169,25,116.6
2024,Chlamydia trachomatis infection,Locality,Shenandoah,51171,88,194.6
2024,Chlamydia trachomatis infection,Locality,Smyth,51173,59,201.9
2024,Chlamydia trachomatis infection,Locality,Southampton,51175,82,456.2
2024,Chlamydia trachomatis infection,Locality,Spotsylvania,51177,474,316.9
2024,Chlamydia trachomatis infection,Locality,Stafford,51179,548,331.3
2024,Chlamydia trachomatis infection,Locality,Surry,51181,32,485.4
2024,Chlamydia trachomatis infection,Locality,Sussex,51183,43,399.7
2024,Chlamydia trachomatis infection,Locality,Tazewell,51185,79,201.9
2024,Chlamydia trachomatis infection,Locality,Warren,51187,89,212.7
2024,Chlamydia trachomatis infection,Locality,Washington,51191,91,168.4
2024,Chlamydia trachomatis infection,Locality,Westmoreland,51193,52,273.5
2024,Chlamydia trachomatis infection,Locality,Wise,51195,74,210.4
2024,Chlamydia trachomatis infection,Locality,Wythe,51197,55,195.7
2024,Chlamydia trachomatis infection,Locality,York,51199,241,339.7
2024,Chlamydia trachomatis infection,Locality,Alexandria,51510,769,495.4
2024,Chlamydia trachomatis infection,Locality,Bristol,51520,42,249.9
2024,Chlamydia trachomatis infection,Locality,Buena Vista City,51530,15,228.4
2024,Chlamydia trachomatis infection,Locality,Charlottesville,51540,202,449.1
2024,Chlamydia trachomatis infection,Locality,Chesapeake,51550,1451,571.5
2024,Chlamydia trachomatis infection,Locality,Colonial Heights,51570,101,549.1
2024,Chlamydia trachomatis infection,Locality,Covington,51580,10,180.3
2024,Chlamydia trachomatis infection,Locality,Danville,51590,416,994.3
2024,Chlamydia trachomatis infection,Locality,Emporia,51595,43,787.1
2024,"Hepatitis B, acute",Locality,Waynesboro,51820,1,4.3
2024,Chlamydia trachomatis infection,Locality,Fairfax City,51600,67,266.5
2024,Measles (Rubeola),Health Planning Region,Eastern,NA,0,0
2024,"Hepatitis B, acute",Locality,Williamsburg,51830,0,0
2024,Chlamydia trachomatis infection,Locality,Falls Church,51610,32,217.9
2024,Measles (Rubeola),Health Planning Region,Northern,NA,1,0
2024,"Hepatitis B, acute",Locality,Winchester,51840,0,0
2024,Chlamydia trachomatis infection,Locality,Franklin City,51620,78,935.4
2024,Measles (Rubeola),Health Planning Region,Northwest,NA,0,0
2024,"Hepatitis B, acute",State,Virginia,NA,83,1
2024,Chlamydia trachomatis infection,Locality,Fredericksburg,51630,188,649.9
2024,Measles (Rubeola),Health Planning Region,Southwest,NA,0,0
2024,"Hepatitis B, chronic",Locality,Accomack,51001,5,15
2024,Chlamydia trachomatis infection,Locality,Galax,51640,14,208.4
2024,Measles (Rubeola),State,Virginia,NA,1,0
2024,"Hepatitis B, chronic",Locality,Albemarle,51003,21,18.2
2024,Chlamydia trachomatis infection,Locality,Hampton,51650,1407,1026.3
2024,Meningococcal disease (Neisseria meningitidis),Health Planning Region,Central,NA,2,0.1
2024,"Hepatitis B, chronic",Locality,Alleghany,51005,1,6.9
2024,Chlamydia trachomatis infection,Locality,Harrisonburg,51660,405,792.8
2024,Meningococcal disease (Neisseria meningitidis),Health Planning Region,Eastern,NA,8,0.4
2024,"Hepatitis B, chronic",Locality,Amelia,51007,0,0
2024,Chlamydia trachomatis infection,Locality,Hopewell,51670,250,1098.8
2024,Meningococcal disease (Neisseria meningitidis),Health Planning Region,Northern,NA,7,0.3
2024,"Hepatitis B, chronic",Locality,Amherst,51009,3,9.6
2024,Chlamydia trachomatis infection,Locality,Lexington,51678,5,66.4
2024,Meningococcal disease (Neisseria meningitidis),Health Planning Region,Northwest,NA,2,0.1
2024,Meningococcal disease (Neisseria meningitidis),Health Planning Region,Southwest,NA,2,0.2
2024,Meningococcal disease (Neisseria meningitidis),State,Virginia,NA,21,0.2
2024,Mpox,Health Planning Region,Central,NA,3,0.2
2024,Mpox,Health Planning Region,Eastern,NA,11,0.6
2024,Mpox,Health Planning Region,Northern,NA,8,0.3
2024,Mpox,Health Planning Region,Northwest,NA,5,0.4
2024,Mpox,Health Planning Region,Southwest,NA,0,0
2024,Mpox,State,Virginia,NA,27,0.3
2024,Mumps,Health Planning Region,Central,NA,6,0.4
2024,Mumps,Health Planning Region,Eastern,NA,0,0
2024,Mumps,Health Planning Region,Northern,NA,4,0.2
2024,Mumps,Health Planning Region,Northwest,NA,1,0.1
2024,Mumps,Health Planning Region,Southwest,NA,1,0.1
2024,Mumps,State,Virginia,NA,12,0.1
2024,Paratyphoid Infection,Health Planning Region,Central,NA,1,0.1
2024,Paratyphoid Infection,Health Planning Region,Eastern,NA,0,0
2024,Paratyphoid Infection,Health Planning Region,Northern,NA,10,0.4
2024,Paratyphoid Infection,Health Planning Region,Northwest,NA,0,0
2024,Paratyphoid Infection,Health Planning Region,Southwest,NA,0,0
2024,Paratyphoid Infection,State,Virginia,NA,11,0.1
2024,Pertussis,Locality,Accomack,51001,0,0
2024,Pertussis,Locality,Albemarle,51003,15,13
2024,Pertussis,Locality,Alleghany,51005,1,6.9
2024,Pertussis,Locality,Amelia,51007,2,14.8
2024,Pertussis,Locality,Amherst,51009,1,3.2
2024,Pertussis,Locality,Appomattox,51011,0,0
2024,Pertussis,Locality,Arlington,51013,3,1.3
2024,Pertussis,Locality,Augusta,51015,17,21.7
2024,Pertussis,Locality,Bath,51017,0,0
2024,Pertussis,Locality,Bedford,51019,16,19.6
2024,Pertussis,Locality,Bland,51021,0,0
2024,Pertussis,Locality,Botetourt,51023,1,2.9
2024,Pertussis,Locality,Brunswick,51025,4,25.4
2024,Pertussis,Locality,Buchanan,51027,1,5.2
2024,Pertussis,Locality,Buckingham,51029,1,5.9
2024,Pertussis,Locality,Campbell,51031,3,5.4
2024,Pertussis,Locality,Caroline,51033,2,6.1
2024,Pertussis,Locality,Carroll,51035,2,6.8
2024,Pertussis,Locality,Charles City,51036,0,0
2024,Pertussis,Locality,Charlotte,51037,0,0
2024,Pertussis,Locality,Chesterfield,51041,19,4.9
2024,Pertussis,Locality,Clarke,51043,1,6.5
2024,Pertussis,Locality,Craig,51045,0,0
2024,Pertussis,Locality,Culpeper,51047,8,14.6
2024,Pertussis,Locality,Cumberland,51049,0,0
2024,Pertussis,Locality,Dickenson,51051,1,7.3
2024,Pertussis,Locality,Dinwiddie,51053,0,0
2024,Pertussis,Locality,Essex,51057,0,0
2024,Pertussis,Locality,Fairfax,51059,107,9.4
2024,Pertussis,Locality,Fauquier,51061,21,27.9
2024,Pertussis,Locality,Floyd,51063,0,0
2024,Pertussis,Locality,Fluvanna,51065,1,3.5
2024,Pertussis,Locality,Franklin County,51067,4,7.2
2024,Pertussis,Locality,Frederick,51069,6,6.3
2024,Pertussis,Locality,Giles,51071,4,24.3
2024,Pertussis,Locality,Gloucester,51073,0,0
2024,Pertussis,Locality,Goochland,51075,3,11
2024,Pertussis,Locality,Grayson,51077,0,0
2024,Pertussis,Locality,Greene,51079,2,9.4
2024,Pertussis,Locality,Greensville,51081,0,0
2024,Pertussis,Locality,Halifax,51083,0,0
2024,Pertussis,Locality,Hanover,51085,11,9.6
2024,Pertussis,Locality,Henrico,51087,35,10.5
2024,Pertussis,Locality,Henry,51089,0,0
2024,Pertussis,Locality,Highland,51091,3,128.3
2024,Pertussis,Locality,Isle of Wight,51093,1,2.5
2024,Pertussis,Locality,James City,51095,0,0
2024,Pertussis,Locality,King and Queen,51097,0,0
2024,"Hepatitis B, chronic",Locality,Appomattox,51011,0,0
2024,"Hepatitis B, chronic",Locality,Arlington,51013,70,29.9
2024,"Hepatitis B, chronic",Locality,Augusta,51015,6,7.7
2024,"Hepatitis B, chronic",Locality,Bath,51017,1,24.7
2024,"Hepatitis B, chronic",Locality,Bedford,51019,4,4.9
2024,"Hepatitis B, chronic",Locality,Bland,51021,2,32.4
2024,"Hepatitis B, chronic",Locality,Botetourt,51023,4,11.7
2024,"Hepatitis B, chronic",Locality,Brunswick,51025,5,31.7
2024,"Hepatitis B, chronic",Locality,Buchanan,51027,2,10.5
2024,"Hepatitis B, chronic",Locality,Buckingham,51029,5,29.4
2024,"Hepatitis B, chronic",Locality,Campbell,51031,7,12.7
2024,"Hepatitis B, chronic",Locality,Caroline,51033,13,39.8
2024,"Hepatitis B, chronic",Locality,Carroll,51035,1,3.4
2024,"Hepatitis B, chronic",Locality,Charles City,51036,0,0
2024,"Hepatitis B, chronic",Locality,Charlotte,51037,0,0
2024,"Hepatitis B, chronic",Locality,Chesterfield,51041,55,14.3
2024,"Hepatitis B, chronic",Locality,Clarke,51043,1,6.5
2024,"Hepatitis B, chronic",Locality,Craig,51045,0,0
2024,"Hepatitis B, chronic",Locality,Culpeper,51047,2,3.6
2024,"Hepatitis B, chronic",Locality,Cumberland,51049,0,0
2024,"Hepatitis B, chronic",Locality,Dickenson,51051,1,7.3
2024,"Hepatitis B, chronic",Locality,Dinwiddie,51053,1,3.5
2024,"Hepatitis B, chronic",Locality,Essex,51057,1,9.4
2024,"Hepatitis B, chronic",Locality,Fairfax,51059,317,27.8
2024,"Hepatitis B, chronic",Locality,Fauquier,51061,5,6.7
2024,"Hepatitis B, chronic",Locality,Floyd,51063,1,6.4
2024,"Hepatitis B, chronic",Locality,Fluvanna,51065,3,10.5
2024,"Hepatitis B, chronic",Locality,Franklin County,51067,6,10.8
2024,"Hepatitis B, chronic",Locality,Frederick,51069,9,9.4
2024,"Hepatitis B, chronic",Locality,Giles,51071,1,6.1
2024,"Hepatitis B, chronic",Locality,Gloucester,51073,1,2.5
2024,"Hepatitis B, chronic",Locality,Goochland,51075,0,0
2024,"Hepatitis B, chronic",Locality,Grayson,51077,1,6.5
2024,"Hepatitis B, chronic",Locality,Greene,51079,3,14.1
2024,"Hepatitis B, chronic",Locality,Greensville,51081,2,18
2024,"Hepatitis B, chronic",Locality,Halifax,51083,4,12
2024,"Hepatitis B, chronic",Locality,Hanover,51085,9,7.9
2024,"Hepatitis B, chronic",Locality,Henrico,51087,57,17
2024,"Hepatitis B, chronic",Locality,Henry,51089,6,12.1
2024,"Hepatitis B, chronic",Locality,Highland,51091,0,0
2024,"Hepatitis B, chronic",Locality,Isle of Wight,51093,3,7.4
2024,"Hepatitis B, chronic",Locality,James City,51095,10,12.1
2024,"Hepatitis B, chronic",Locality,King and Queen,51097,0,0
2024,"Hepatitis B, chronic",Locality,King George,51099,4,14
2024,"Hepatitis B, chronic",Locality,King William,51101,1,5.3
2024,"Hepatitis B, chronic",Locality,Lancaster,51103,2,18.4
2024,"Hepatitis B, chronic",Locality,Lee,51105,3,13.8
2024,"Hepatitis B, chronic",Locality,Loudoun,51107,72,16.5
2024,"Hepatitis B, chronic",Locality,Louisa,51109,3,7.3
2024,"Hepatitis B, chronic",Locality,Lunenburg,51111,0,0
2024,"Hepatitis B, chronic",Locality,Madison,51113,1,7.1
2024,"Hepatitis B, chronic",Locality,Mathews,51115,2,23.5
2024,"Hepatitis B, chronic",Locality,Mecklenburg,51117,1,3.3
2024,"Hepatitis B, chronic",Locality,Middlesex,51119,2,18.3
2024,"Hepatitis B, chronic",Locality,Montgomery,51121,6,6.1
2024,"Hepatitis B, chronic",Locality,Nelson,51125,2,13.6
2024,"Hepatitis B, chronic",Locality,New Kent,51127,5,19.1
2024,"Hepatitis B, chronic",Locality,Northampton,51131,2,16.6
2024,"Hepatitis B, chronic",Locality,Northumberland,51133,1,8.1
2024,"Hepatitis B, chronic",Locality,Nottoway,51135,1,6.4
2024,"Hepatitis B, chronic",Locality,Orange,51137,2,5.2
2024,"Hepatitis B, chronic",Locality,Page,51139,0,0
2024,"Hepatitis B, chronic",Locality,Patrick,51141,2,11.4
2024,"Hepatitis B, chronic",Locality,Pittsylvania,51143,2,3.4
2024,Pertussis,Locality,King George,51099,2,7
2024,Chlamydia trachomatis infection,Locality,Lynchburg,51680,358,450.1
2024,Chlamydia trachomatis infection,Locality,Manassas City,51683,164,384.1
2024,Chlamydia trachomatis infection,Locality,Manassas Park,51685,71,434
2024,Chlamydia trachomatis infection,Locality,Martinsville,51690,74,537.7
2024,Chlamydia trachomatis infection,Locality,Newport News,51700,1843,1006.5
2024,Chlamydia trachomatis infection,Locality,Norfolk,51710,2776,1202.1
2024,Chlamydia trachomatis infection,Locality,Norton,51720,1,28.6
2024,Chlamydia trachomatis infection,Locality,Petersburg,51730,499,1498.1
2024,Chlamydia trachomatis infection,Locality,Poquoson,51735,26,205.8
2024,Chlamydia trachomatis infection,Locality,Portsmouth,51740,1213,1253.2
2024,Chlamydia trachomatis infection,Locality,Radford,51750,87,512.6
2024,Chlamydia trachomatis infection,Locality,Richmond City,51760,2465,1075.3
2024,Chlamydia trachomatis infection,Locality,Roanoke City,51770,893,919
2024,Chlamydia trachomatis infection,Locality,Salem,51775,60,234.4
2024,Chlamydia trachomatis infection,Locality,Staunton,51790,67,258.5
2024,Chlamydia trachomatis infection,Locality,Suffolk,51800,808,802.7
2024,Chlamydia trachomatis infection,Locality,Virginia Beach,51810,2196,484.1
2024,Chlamydia trachomatis infection,Locality,Waynesboro,51820,78,336.5
2024,Chlamydia trachomatis infection,Locality,Williamsburg,51830,55,347.1
2024,Chlamydia trachomatis infection,Locality,Winchester,51840,126,456.2
2024,Chlamydia trachomatis infection,State,Virginia,NA,37463,429.8
2024,Cholera,Health Planning Region,Central,NA,0,0
2024,Cholera,Health Planning Region,Eastern,NA,0,0
2024,Cholera,Health Planning Region,Northern,NA,1,0
2024,Cholera,Health Planning Region,Northwest,NA,0,0
2024,Cholera,Health Planning Region,Southwest,NA,0,0
2024,Cholera,State,Virginia,NA,1,0
2024,Cryptosporidiosis,Locality,Accomack,51001,1,3
2024,Cryptosporidiosis,Locality,Albemarle,51003,11,9.5
2024,Cryptosporidiosis,Locality,Alleghany,51005,1,6.9
2024,Cryptosporidiosis,Locality,Amelia,51007,0,0
2024,Cryptosporidiosis,Locality,Amherst,51009,2,6.4
2024,Cryptosporidiosis,Locality,Appomattox,51011,0,0
2024,Cryptosporidiosis,Locality,Arlington,51013,18,7.7
2024,Cryptosporidiosis,Locality,Augusta,51015,5,6.4
2024,Cryptosporidiosis,Locality,Bath,51017,0,0
2024,Cryptosporidiosis,Locality,Bedford,51019,5,6.1
2024,Cryptosporidiosis,Locality,Bland,51021,0,0
2024,Cryptosporidiosis,Locality,Botetourt,51023,2,5.9
2024,Cryptosporidiosis,Locality,Brunswick,51025,0,0
2024,Cryptosporidiosis,Locality,Buchanan,51027,0,0
2024,Cryptosporidiosis,Locality,Buckingham,51029,0,0
2024,Cryptosporidiosis,Locality,Campbell,51031,2,3.6
2024,Cryptosporidiosis,Locality,Caroline,51033,0,0
2024,Cryptosporidiosis,Locality,Carroll,51035,2,6.8
2024,Cryptosporidiosis,Locality,Charles City,51036,1,15.1
2024,Cryptosporidiosis,Locality,Charlotte,51037,0,0
2024,Cryptosporidiosis,Locality,Chesterfield,51041,7,1.8
2024,Cryptosporidiosis,Locality,Clarke,51043,1,6.5
2024,Cryptosporidiosis,Locality,Craig,51045,1,20.6
2024,Cryptosporidiosis,Locality,Culpeper,51047,0,0
2024,Cryptosporidiosis,Locality,Cumberland,51049,0,0
